#,WCAid,Nome,Competizioni
1,2009ROTA01,Marco Rota,19
,2012CANT02,Simone Cantarelli,19
3,2009PROV01,Matteo Provasi,15
4,2021GASP01,Elisa Gasperotti,14
5,2012NICO02,Alessandro Nicolì,13
6,2018ARNE04,Davide Arnesano,12
,2019SART01,Daniel Sartori,12
,2021MARI04,Paolo Marino,12
,2021ZANG01,Alessandro Zangolini,12
10,2009SANT01,Simone Santarsiero,11
,2019GIOR02,Marco Giordano,11
12,2014MAUR06,Lorenzo Mauro,10
,2014RAPO01,Tommaso Raposio,10
,2017GUID01,Carolina Guidetti,10
,2019CORO04,Giacomo Daniele Corò,10
,2021PIUM01,Fabio Piumatti,10
,2021SALE01,Sofia Saletnich,10
18,2012CAPP01,Gabriele Cappelletti,9
,2019RIGO01,Mattia Rigo,9
20,2016GAMM01,Vincenzo Maria Gammino,8
,2017BRAS01,Luca Brasini,8
,2018CENT02,Giovanni Centili,8
,2019BRAN04,Leonardo Brandolini,8
,2019CRIP01,Jordan Crippa,8
,2019VALL10,Tea Raimondi Vallesi,8
,2021MARC03,Chiara Marcucci,8
,2021NOVI01,Alessia Novizio,8
28,2015FAVA01,Alessandro Fava,7
,2015PERU02,Vittorio Maria Perucatti,7
,2017PILL04,Lorenzo Pillon,7
,2017TENU01,Enrico Tenuti,7
,2018RAND05,Leonardo Randacio,7
,2019AMAT01,Giacomo Amati,7
,2020TOMA01,Fabian Tomasović,7
,2021CALZ01,Alessandro Calzoni,7
,2021ITAL01,Giovanni Italiano,7
,2021ITAL02,Manfredi Italiano,7
,2021MARC02,Pietro Marchica,7
,2021PAND01,Alessio Pandin,7
,2022MACC01,Evan Maccagnan,7
41,2012PLAC01,Gianluca Placenti,6
,2017CASA09,Alessandro Casarin,6
,2017DUMM01,Matteo Dummar,6
,2019DONA03,Yuri Donati,6
,2020GENN01,Daniele Gennara,6
,2021FEST01,Flavia Festa,6
,2021GALA01,Riccardo Galanti,6
,2021MAGG02,Matteo Maggiali,6
,2021PARO01,Matteo Parodi,6
,2021PINT01,Nathan Pintus,6
,2022BALD01,Leonardo Baldo,6
,2022CERI01,Leonardo Cerizzi,6
,2022ROVA01,Alessandro Rova,6
54,2017LAMO01,Emanuele Lamon,5
,2017ODOR01,Francesco Odorizzi,5
,2018MAGG01,Valerio Maggi,5
,2018RIMI01,Flavio Rimi,5
,2019MAZZ01,Nicola Mazza,5
,2019MAZZ02,Pietro Mazza,5
,2019MORT02,Alessio Mortillaro,5
,2019PAOL02,Federico De Paoli,5
,2020CONT03,Claudio Contardi,5
,2020GUAR01,Marco Guarasci,5
,2021GALI02,Carlo Galimberti,5
,2021HUEB01,Noemi Hueber,5
,2021TERR03,Luca Terrone,5
,2022CECC01,Christian Ceccaroni,5
,2022COAT02,Alessandro Coati,5
,2022DUOF01,Federica Duò,5
,2022FALE01,Thomas Faleo,5
,2022FRAT01,Simone Dalle Fratte,5
,2022GIOV01,Alessio De Giovanni,5
,2022GORL01,Federico Gorla,5
,2022MAIS01,Giovanni Maistrello,5
,2022MART13,Valerio Martinelli,5
,2022PALM02,Francesco Palma,5
,2022RONC01,Tommaso Ronchetti,5
,2022ROSS01,Samuele Luca Rossi,5
79,2007POLI01,Lorenzo Vigani Poli,4
,2015MANN02,Marco Manno,4
,2016BARA08,Federico Baravalle,4
,2016PAOL01,Damiano Di Paola,4
,2017MARC08,Andrea Marconato,4
,2018CANO06,Simone Canova,4
,2018CATA01,Diego Catà,4
,2018RICC02,Alessandro Ricci,4
,2019CALI05,Alice Caligaris,4
,2019CALI06,Andrea Caligaris,4
,2019COLA01,Valerio Colapinto,4
,2019PERE50,Mattia Perezzani,4
,2020MARC01,Simone Marcellini,4
,2020ZAGO01,Mattia Zago,4
,2021GUAS01,Leonardo Guastini,4
,2021MAGE01,Alessandro Magenis,4
,2021TRAV01,Simone Traverso,4
,2022BEDE01,Fabio Bedeschi,4
,2022CONT05,Tommaso Conti,4
,2022DAMI01,Lorenzo Damiano,4
,2022LODA01,Nicolo David Lodato,4
,2022PALA02,Alessandro Palazzo,4
,2022PISC01,Giovanni Pische,4
,2022RANN01,Rocco Rannisi,4
,2022RUSS04,Leonardo Russo,4
,2022SCHI01,Giacomo Schiava,4
,2022TALA03,Valentina Trinca Talalin,4
,2022TERR02,Nicola Terrone,4
,2022VANN01,Leonardo Caio Vannucchi,4
